Noise,N,0
0.027573967160944953,100,1.7717906765918976
0.01375830884346064,100,0.999053735620568
0.002848441995512598,100,1.7391644659001742
0.027107406259210286,200,1.6775832369674273
0.012842738006133295,200,1.52857852868853
0.002662755587236647,200,1.503933234185587
0.026307640808096576,400,1.4002878021273886
0.013180998202943571,400,1.3622738086463455
0.0026994857509106272,400,1.1209446381325778
0.02644737088692275,800,1.3486472431451433
0.013688385463636954,800,1.2804473234177198
0.0026960730522389374,800,1.1299565533538891
0.026509942990730787,1600,1.1257028491160277
0.01365928605022237,1600,1.2204444687760019
0.0026975704381844616,1600,1.0591530698961518
