Noise,N,0
0.027573967160944953,100,0.1682142660625327
0.01375830884346064,100,0.4212653860370239
0.002848441995512598,100,1e-06
0.027107406259210286,200,0.2069098939961204
0.012842738006133295,200,0.1779984336026482
0.002662755587236647,200,1.137315959288326e-05
0.026307640808096576,400,0.0006860414143638863
0.013180998202943571,400,0.00017584676073958104
0.0026994857509106272,400,1e-06
0.02644737088692275,800,0.0007246674256666213
0.013688385463636954,800,0.00017677940233162392
0.0026960730522389374,800,8.260351521579459e-06
0.026509942990730787,1600,0.0007085980563042932
0.01365928605022237,1600,0.00018205998451961068
0.0026975704381844616,1600,7.516990110160901e-06
