Noise,N,0
0.0276,100,0.0124
0.0138,100,0.2910
0.0028,100,0.0413
0.0271,200,0.0009
0.0128,200,0.0039
0.0027,200,0.0007
0.0263,400,0.0007
0.0132,400,0.0002
0.0027,400,0.0000
0.0264,800,0.0088
0.0137,800,0.0002
0.0027,800,0.0000
0.0265,1600,0.0007
0.0137,1600,0.0077
0.0027,1600,0.0123
