Noise,N,0
0.0276,100,0.5795
0.0138,100,0.7475
0.0028,100,0.5411
0.0271,200,0.5612
0.0128,200,0.5406
0.0027,200,0.5804
0.0263,400,0.5724
0.0132,400,0.5687
0.0027,400,0.5658
0.0264,800,0.5696
0.0137,800,0.5718
0.0027,800,0.5601
0.0265,1600,0.5715
0.0137,1600,0.5622
0.0027,1600,0.5563
