Noise,N,0
0.027573967160944953,100,-65.71199700504532
0.01375830884346064,100,-106.97888839420212
0.002848441995512598,100,-97.90109708535178
0.027107406259210286,200,-79.39983853759144
0.012842738006133295,200,-103.54314761900736
0.002662755587236647,200,-25.37060488725514
0.026307640808096576,400,-66.10749125732067
0.013180998202943571,400,-52.605587833496934
0.0026994857509106272,400,-364.6091357961943
0.02644737088692275,800,-329.9526977359586
0.013688385463636954,800,-196.96476394378053
0.0026960730522389374,800,-1506.2609816719155
0.026509942990730787,1600,-225.09914483049988
0.01365928605022237,1600,-646.3971259430972
0.0026975704381844616,1600,-2705.029555407865
