Noise,N,0
0.1,100,-65.71199700504532
0.05,100,-106.97888839420212
0.01,100,-97.90109708535178
0.1,200,-79.39983853759144
0.05,200,-103.54314761900736
0.01,200,-25.37060488725514
0.1,400,-66.10749125732067
0.05,400,-52.605587833496934
0.01,400,-364.6091357961943
0.1,800,-329.9526977359586
0.05,800,-196.96476394378053
0.01,800,-1506.2609816719155
0.1,1600,-225.09914483049988
0.05,1600,-646.3971259430972
0.01,1600,-2705.029555407865
