Noise,N,0
0.0276,100,-65.7120
0.0138,100,-106.9789
0.0028,100,-97.9011
0.0271,200,-79.3998
0.0128,200,-103.5431
0.0027,200,-25.3706
0.0263,400,-66.1075
0.0132,400,-52.6056
0.0027,400,-364.6091
0.0264,800,-329.9527
0.0137,800,-196.9648
0.0027,800,-1506.2610
0.0265,1600,-225.0991
0.0137,1600,-646.3971
0.0027,1600,-2705.0296
