Noise,N,0,1,2
0.1,100,0.32270276364944983,0.12183201473481617,0.3047699993340968
0.05,100,0.23435853528315675,0.01066012388552149,0.25394037055319835
0.01,100,0.4344541406807968,0.2390247664659181,0.01242749457583394
0.1,200,0.3921676283379353,0.14698574898726913,0.21521652192355306
0.05,200,0.4172299350997217,0.1164522881846134,0.2235755537716356
0.01,200,0.4254513925344773,0.3007210677662733,0.0048042938465529435
0.1,400,0.4674257785928052,0.29077182890082953,0.0021606851052798654
0.05,400,0.4650853055271768,0.29879492478410785,0.0019419005103345156
0.01,400,0.4442288873440302,0.31090673749263137,0.0011649511112064026
0.1,800,0.4689348001104382,0.2722630125619169,0.0010944417603206311
0.05,800,0.4546929704085232,0.30836211982320594,0.0007725781766625426
0.01,800,0.4421748332785336,0.31552807481180234,0.00026638539460597296
0.1,1600,0.4530641724988986,0.3040260300108756,0.0008231899302372959
0.05,1600,0.4456561382800426,0.2912384940135477,0.0037529449370681096
0.01,1600,0.4482348734022039,0.2785794761807817,0.0002867752043836351
