Noise,N,x0,x1,x2,x3,x4
0.0276,100,0.5011,-0.4773,0.0191,0.0039,-0.0056
0.0276,100,0.4814,0.0028,0.5300,0.0194,-0.0680
0.0276,100,-0.0077,-0.4932,0.4994,-0.0000,0.0013
0.0276,100,0.0680,-0.0053,0.0029,0.0005,0.9953
0.0276,100,0.0193,-0.0038,0.0012,-0.9996,-0.0022
0.0138,100,0.9887,-0.0850,0.0469,-0.0497,-0.0017
0.0138,100,-0.0471,0.0024,0.9985,0.0018,-0.0002
0.0138,100,-0.0849,-0.4927,-0.0040,0.5053,-0.0004
0.0138,100,-0.0016,0.0006,-0.0003,0.0006,0.0000
0.0138,100,-0.0499,0.5032,-0.0020,-0.4975,-0.0004
0.0028,100,-0.0137,0.9989,-0.0077,0.0194,0.0198
0.0028,100,-0.9889,-0.0084,-0.0107,-0.1004,0.0030
0.0028,100,-0.0073,0.0030,-0.0001,0.0032,0.0028
0.0028,100,-0.1004,-0.0208,-0.0020,0.9942,0.0026
0.0028,100,0.1029,0.0355,0.0036,0.0081,0.0004
0.0271,200,0.5036,0.5058,0.0010,-0.0013,0.0023
0.0271,200,-0.4994,0.0036,0.4985,0.0000,-0.0000
0.0271,200,0.0043,-0.5016,0.5000,0.0000,-0.0000
0.0271,200,-0.0000,-0.0023,-0.0000,0.0000,1.0000
0.0271,200,0.0000,0.0013,0.0000,-0.0000,0.0000
0.0128,200,0.5022,-0.4916,0.0216,-0.0013,-0.0041
0.0128,200,0.4785,0.0020,0.4944,-0.0588,0.0559
0.0128,200,0.0136,-0.4931,0.5001,-0.0003,0.0004
0.0128,200,0.0588,-0.0011,-0.0003,0.9965,0.0037
0.0128,200,-0.0559,-0.0043,0.0003,0.0029,0.9968
0.0027,200,0.0050,-0.0000,-0.0031,0.0025,-0.0001
0.0027,200,-0.9960,0.0009,-0.0605,0.0064,0.0065
0.0027,200,-0.0605,0.0043,0.9961,0.0001,0.0003
0.0027,200,0.0062,0.0015,0.0007,0.5000,0.4999
0.0027,200,0.0066,-0.0011,0.0005,0.5000,0.5000
0.0263,400,-0.0006,1.0000,-0.0016,0.0001,0.0000
0.0263,400,0.0000,0.0022,0.0015,-0.0000,-0.0000
0.0263,400,0.0018,0.0016,1.0000,0.0000,0.0000
0.0263,400,-0.0000,-0.0001,0.0000,0.5000,0.5000
0.0263,400,-0.0000,-0.0000,0.0000,-0.5000,0.5000
0.0132,400,0.0009,1.0000,0.0042,-0.0000,0.0000
0.0132,400,0.0000,0.0002,-0.0041,0.0000,-0.0000
0.0132,400,-0.0022,-0.0042,1.0000,0.0000,-0.0000
0.0132,400,-0.0000,-0.0000,-0.0000,-0.5000,0.5000
0.0132,400,-0.0000,-0.0000,-0.0000,-0.5000,-0.5000
0.0027,400,0.0013,-1.0000,0.0025,-0.0000,-0.0001
0.0027,400,-1.0000,-0.0013,0.0028,-0.0000,0.0001
0.0027,400,0.0028,0.0025,1.0000,0.0000,0.0000
0.0027,400,-0.0000,-0.0002,0.0000,-0.5000,0.5000
0.0027,400,0.0001,0.0002,-0.0000,-0.5000,0.5000
0.0264,800,-0.0016,-1.0000,0.0015,-0.0012,-0.0013
0.0264,800,-0.0045,-0.0002,-0.0169,0.0550,0.0342
0.0264,800,0.0175,0.0015,0.9997,0.0009,0.0005
0.0264,800,-0.0551,-0.0017,0.0010,0.4970,0.4981
0.0264,800,-0.0343,-0.0006,0.0006,0.4981,0.4988
0.0137,800,0.0020,-0.0000,0.0007,-0.0009,-0.0002
0.0137,800,-0.0000,-0.0020,0.0012,-0.0001,-0.0001
0.0137,800,0.0006,0.0013,1.0000,0.0000,-0.0000
0.0137,800,-0.0001,-0.0002,-0.0000,0.5000,-0.5000
0.0137,800,-0.0001,0.0000,-0.0000,0.5000,0.5000
0.0027,800,0.0002,1.0000,0.0005,-0.0001,0.0001
0.0027,800,-1.0000,0.0002,-0.0005,-0.0000,0.0000
0.0027,800,-0.0005,-0.0005,1.0000,-0.0000,-0.0000
0.0027,800,-0.0000,0.0001,0.0000,0.5000,0.5000
0.0027,800,0.0000,-0.0001,0.0000,-0.5000,0.5000
0.0265,1600,-0.0001,1.0000,0.0008,0.0002,0.0001
0.0265,1600,-0.0000,-0.0011,-0.0007,0.0000,0.0000
0.0265,1600,0.0005,-0.0008,1.0000,0.0000,-0.0000
0.0265,1600,0.0001,-0.0001,0.0000,0.0000,1.0000
0.0265,1600,0.0000,0.0008,-0.0000,0.0000,-0.0000
0.0137,1600,-0.0000,1.0000,0.0004,-0.0001,-0.0006
0.0137,1600,-0.0056,-0.0008,0.0542,-0.0466,0.0228
0.0137,1600,-0.0536,-0.0003,0.9971,0.0020,-0.0012
0.0137,1600,0.0465,0.0001,0.0030,0.4978,0.5013
0.0137,1600,-0.0228,-0.0002,-0.0012,-0.4991,0.4995
0.0027,1600,0.0004,1.0000,-0.0002,-0.0000,-0.0000
0.0027,1600,0.9948,-0.0004,0.0024,0.0715,-0.0070
0.0027,1600,-0.0025,0.0002,1.0000,0.0010,-0.0001
0.0027,1600,-0.0715,0.0000,-0.0014,0.9949,0.0006
0.0027,1600,0.0070,0.0000,0.0001,0.0004,1.0000
