Noise,N,0,1,2,3,4
0.0276,100,0.4461,0.2572,0.0346,0.0000,-0.0000
0.0138,100,0.6788,0.0104,0.0368,0.0044,0.0012
0.0028,100,0.2742,0.4791,0.0140,0.0000,0.0001
0.0271,200,0.4458,0.2234,0.0097,-0.0000,-0.0000
0.0128,200,0.4234,0.2526,0.0034,0.0000,0.0000
0.0027,200,0.3123,0.4286,0.0011,0.0000,0.0000
0.0263,400,0.3098,0.4391,0.0012,0.0000,0.0000
0.0132,400,0.3129,0.4449,0.0015,0.0000,0.0000
0.0027,400,0.3111,0.4420,0.0011,0.0000,0.0000
0.0264,800,0.3123,0.4467,0.0002,0.0000,0.0000
0.0137,800,0.3134,0.4438,0.0003,0.0000,0.0000
0.0027,800,0.3155,0.4423,0.0003,0.0000,0.0000
0.0265,1600,0.3139,0.4432,0.0002,0.0000,0.0000
0.0137,1600,0.3146,0.4442,0.0001,-0.0000,0.0000
0.0027,1600,0.3156,0.4411,0.0001,-0.0000,0.0000
