Noise,N,0,1,2
0.0276,100,0.6829,1.1700,0.5531
0.0138,100,0.6582,1.0808,0.2201
0.0028,100,0.3210,0.5771,1.1650
0.0271,200,0.5816,0.6735,0.6301
0.0128,200,0.5303,0.7060,0.6596
0.0027,200,0.4725,0.7247,1.0151
0.0263,400,0.2923,0.5037,0.7871
0.0132,400,0.2892,0.7067,0.8656
0.0027,400,0.5252,0.8178,0.9610
0.0264,800,0.1916,0.4956,0.4231
0.0137,800,0.2972,0.4888,0.6439
0.0027,800,0.5239,0.7979,0.9475
0.0265,1600,0.2128,0.2425,0.5067
0.0137,1600,0.2775,0.2026,0.4641
0.0027,1600,0.3227,0.5011,0.6701
