Noise,N,0
0.027573967160944953,100,1.7763517632076882
0.01375830884346064,100,0.9534701652789312
0.002848441995512598,100,1.4536542737070632
0.027107406259210286,200,1.7062612187302282
0.012842738006133295,200,1.5829175016329071
0.002662755587236647,200,1.5102315007495497
0.026307640808096576,400,1.4011574076310371
0.013180998202943571,400,1.3617982629211476
0.0026994857509106272,400,1.1133457945308989
0.02644737088692275,800,1.3978458328101355
0.013688385463636954,800,1.2820468893906516
0.0026960730522389374,800,1.1267123115316706
0.026509942990730787,1600,1.1272232219010507
0.01365928605022237,1600,1.22503989667393
0.0026975704381844616,1600,1.1115345791016298
