Noise,N,0
0.027573967160944953,100,1.3148871572809124
0.01375830884346064,100,1.0806246971637523
0.002848441995512598,100,1.12162195771149
0.027107406259210286,200,1.0089495721518065
0.012842738006133295,200,1.0924660504707118
0.002662755587236647,200,1.144656268875036
0.026307640808096576,400,0.7245496427115083
0.013180998202943571,400,0.7790985021455183
0.0026994857509106272,400,1.3117669416714035
0.02644737088692275,800,0.6668698409885278
0.013688385463636954,800,0.5700354892229821
0.0026960730522389374,800,1.1390158902900618
0.026509942990730787,1600,0.5144417027632207
0.01365928605022237,1600,0.5933826726928222
0.0026975704381844616,1600,0.8875997049978808
