Noise,N,0
0.001,100,-432.8597613923307
0.0,100,-505.70365873810266
0.001,200,-940.0290524800737
0.0,200,-1094.3929516915298
0.001,400,-1960.7645740978744
0.0,400,-2280.8205864013603
0.001,800,-4004.18072272534
0.0,800,-4661.615008262028
0.001,1600,-8106.366422367695
0.0,1600,-9438.90280609584
