Noise,N,0
0.001,100,2.123923676953548e-06
0.0,100,1e-06
0.001,200,2.029172567060656e-06
0.0,200,1e-06
0.001,400,1.955430871448936e-06
0.0,400,1e-06
0.001,800,1.9964089605573997e-06
0.0,800,1e-06
0.001,1600,1.9987441407711744e-06
0.0,1600,1e-06
