Noise,N,0,1,2,3,4
0.0010,100,0.4234,0.1779,0.0023,0.0856,0.0670
0.0000,100,0.1365,0.3042,0.0473,0.1339,0.0648
0.0010,200,0.1407,0.0396,0.1738,0.0138,0.0807
0.0000,200,0.0492,0.1646,0.0471,0.2645,0.0752
0.0010,400,0.0387,0.3676,0.1987,0.0072,0.1937
0.0000,400,0.2961,0.1528,0.2233,0.0690,0.0186
0.0010,800,0.1331,0.1081,0.0830,0.0091,0.0429
0.0000,800,0.3570,0.0048,0.0333,0.3200,0.0050
0.0010,1600,0.1277,0.3400,0.1090,0.0210,0.1644
0.0000,1600,0.0061,0.0034,0.6634,0.0858,0.0061
