Noise,N,0
0.0000,100,1.1488
0.0250,100,1.3822
0.0000,200,1.1485
0.0250,200,1.2746
0.0000,400,1.2043
0.0250,400,1.2415
0.0000,800,1.2100
0.0250,800,1.2118
0.0000,1600,1.1139
0.0250,1600,1.1308
