Noise,N,0
0.0000,100,-112.8930
0.0250,100,-91.3627
0.0000,200,-166.5395
0.0250,200,-182.0357
0.0000,400,-280.3112
0.0250,400,-287.6778
0.0000,800,-367.5123
0.0250,800,-334.2300
0.0000,1600,-464.4722
0.0250,1600,-344.6091
