Noise,N,0,1,2,3
0.0,100,0.4495755326797355,1.591708461819169,0.5820971235705613,1.4210429076664062
0.025,100,0.33703336689679314,1.1566237033293183,1.5391187911506252,2.722551433393248
0.0,200,0.4274402506966054,2.341986791535476,0.9050861360332958,0.8776177333174776
0.025,200,0.3638569539137545,0.8541439449591071,0.5994417517094486,1.3676233385269083
0.0,400,0.4255785576750172,0.8370202267285373,0.5816282036686667,0.9558550638644496
0.025,400,0.5404699676100406,0.4622755687597291,0.9270721658133374,0.7368736164209018
0.0,800,0.291534406436197,0.6398815966341289,0.3914044470985514,0.8606359651037419
0.025,800,0.1925920661352743,0.644812626979161,0.5559837668881296,0.9507738647746024
0.0,1600,0.3250082055892765,0.18434259749990972,0.571001903007287,0.829199867921318
0.025,1600,0.3216893564820703,0.3288157627353729,0.36138966980520004,1.1680118618351316
