Noise,N,0,1,2,3
0.0000,100,0.3434,1.4129,0.6434,2.1082
0.0010,100,0.5860,1.1382,1.9027,3.5914
0.0000,200,0.6069,0.7823,2.2803,1.3873
0.0010,200,0.5523,1.6787,0.8313,1.5130
0.0000,400,0.6385,1.4120,0.8749,1.5934
0.0010,400,0.7329,1.3283,1.8565,1.5488
0.0000,800,0.7038,0.9507,1.8655,2.3828
0.0010,800,0.8987,1.1747,1.6572,1.9786
0.0000,1600,0.7868,1.3853,1.1992,1.2255
0.0010,1600,0.7430,0.9896,1.7772,2.1892
