Noise,N,0
0.0,100,-106.53460548381771
0.001,100,-90.88500672462177
0.0,200,-165.59320189395686
0.001,200,-166.21782416789068
0.0,400,-246.68666421023102
0.001,400,-275.55183871244253
0.0,800,-304.6474538638405
0.001,800,-308.04518939856047
0.0,1600,-347.3729328395053
0.001,1600,-212.39228484362687
