Noise,N,0
0.0010,100,1.4038
0.0000,100,1.0086
0.0010,200,1.4899
0.0000,200,1.3464
0.0010,400,0.6850
0.0000,400,1.2268
0.0010,800,1.6091
0.0000,800,0.7694
0.0010,1600,0.5521
0.0000,1600,0.3765
