Noise,N,0
0.0,100,-112.89295978510258
0.001,100,-91.36269803189478
0.0,200,-166.5395280645279
0.001,200,-182.03574603622718
0.0,400,-280.3112378460216
0.001,400,-287.6778396446502
0.0,800,-367.51234509207984
0.001,800,-334.2300427609625
0.0,1600,-464.47224993233084
0.001,1600,-344.6090777422333
