Noise,N,0,1,2,3,4
0.0000,100,-0.5007,0.3582,-0.0902,-0.5975,0.5058
0.0000,100,-0.1125,-0.0359,0.6903,0.4426,0.5600
0.0000,100,-0.6395,-0.6151,0.2527,-0.1659,-0.3483
0.0000,100,-0.2859,0.7006,0.3332,0.1503,-0.5421
0.0000,100,0.4959,-0.0358,0.5835,-0.6301,-0.1239
0.0250,100,0.0251,0.6229,-0.7526,-0.1909,-0.0916
0.0250,100,-0.5014,-0.5751,-0.5039,-0.1387,0.3805
0.0250,100,0.2897,-0.4788,-0.2217,-0.2937,-0.7426
0.0250,100,0.5080,-0.0451,0.1013,-0.7084,0.4772
0.0250,100,-0.6372,0.2234,0.3467,-0.5968,-0.2602
0.0000,200,-0.1837,0.1877,-0.2247,-0.9308,0.1187
0.0000,200,0.1345,-0.4123,-0.2295,-0.1634,-0.8559
0.0000,200,0.6263,0.0408,0.7178,-0.2959,-0.0572
0.0000,200,0.6668,0.4738,-0.5661,0.1017,0.0089
0.0000,200,-0.3336,0.7541,0.2472,0.0944,-0.5000
0.0250,200,0.3433,0.3608,0.7812,0.3765,0.0013
0.0250,200,0.6487,-0.4563,-0.0470,-0.0547,-0.6047
0.0250,200,0.3378,0.7831,-0.3350,-0.3628,-0.1697
0.0250,200,-0.2650,0.2082,-0.3339,0.7365,-0.4821
0.0250,200,-0.5262,0.0706,0.4048,-0.4256,-0.6108
0.0000,400,0.4304,0.2423,-0.0545,-0.5755,0.6495
0.0000,400,0.1030,0.6202,0.7528,0.0565,-0.1864
0.0000,400,-0.8017,0.3976,-0.1168,0.0603,0.4266
0.0000,400,0.2136,0.6295,-0.6448,0.0668,-0.3713
0.0000,400,-0.3404,-0.0473,0.0294,-0.8109,-0.4728
0.0250,400,0.5446,0.8120,0.1587,-0.0595,-0.1241
0.0250,400,0.5853,-0.2179,-0.3711,-0.0362,0.6863
0.0250,400,0.0172,0.0491,-0.8063,-0.3745,-0.4548
0.0250,400,-0.2489,0.3281,-0.4266,0.7950,0.1277
0.0250,400,0.5464,-0.4280,0.0704,0.4720,-0.5390
0.0000,800,0.2872,0.3243,0.3055,-0.2280,0.8167
0.0000,800,-0.1087,-0.5918,0.1442,-0.7856,-0.0001
0.0000,800,-0.3559,-0.5408,0.4316,0.5357,0.3280
0.0000,800,0.7291,-0.1538,0.5449,0.1150,-0.3670
0.0000,800,0.4974,-0.4781,-0.6346,0.1748,0.3011
0.0250,800,0.1636,-0.1907,0.4442,-0.1402,0.8485
0.0250,800,-0.3775,-0.3851,0.6936,0.3561,-0.3181
0.0250,800,-0.2742,-0.8115,-0.4359,-0.2709,0.0540
0.0250,800,0.8055,-0.3281,0.2071,-0.2413,-0.3773
0.0250,800,-0.3265,0.2219,0.2976,-0.8497,-0.1834
0.0000,1600,-0.5958,-0.2964,0.3599,-0.5938,0.2740
0.0000,1600,0.0345,0.7047,0.6903,0.0925,0.1310
0.0000,1600,-0.7744,0.1438,-0.1846,0.5877,-0.0123
0.0000,1600,0.1197,0.1366,-0.3268,0.0412,0.9266
0.0000,1600,0.1726,-0.6134,0.5031,0.5402,0.2216
0.0250,1600,-0.7414,-0.1212,0.5297,-0.1196,-0.3752
0.0250,1600,0.0683,0.2080,-0.0995,-0.9701,-0.0334
0.0250,1600,0.2302,-0.7697,0.3871,-0.2025,0.4047
0.0250,1600,-0.6258,-0.0856,-0.4647,-0.0361,0.6196
0.0250,1600,-0.0335,-0.5851,-0.5863,-0.0485,-0.5572
