Noise,N,0
0.0,100,0.4742829914549551
0.025,100,0.6391094808464757
0.0,200,0.4927635388356986
0.025,200,0.6464100062962785
0.0,400,0.46337037047223
0.025,400,0.6199922769394075
0.0,800,0.3527288098805091
0.025,800,0.5358875340053919
0.0,1600,0.3533979292542853
0.025,1600,0.4681686710858545
