Noise,N,0
0.0,100,-15.150864050676324
0.025,100,-60.79595735013754
0.0,200,-72.04611983171333
0.025,200,-106.82659869211872
0.0,400,-18.963237179971454
0.025,400,-204.7747575198161
0.0,800,-983.7625459889142
0.025,800,-1014.2210052765524
0.0,1600,-1681.4267152043585
0.025,1600,-1984.2417795789288
