Noise,N,0
0.0000,100,-504.2105
0.0010,100,-247.3354
0.0000,200,-1093.4321
0.0010,200,-933.4301
0.0000,400,-2277.3013
0.0010,400,-1953.8460
0.0000,800,-4662.1423
0.0010,800,-4007.1218
0.0000,1600,-9431.1546
0.0010,1600,-8099.6588
