Noise,N,0
0.1420231955411075,100,0.017678612724441118
0.07037930903442637,100,0.009657020068752593
0.014084895580535592,100,0.035911739180334565
0.13986982524520128,200,0.006020744016303115
0.07046010470625326,200,0.005230340470340918
0.014157471968621322,200,0.017828526461057197
0.13995786383757236,400,0.001702460723861068
0.07059738249794054,400,0.004328224620168292
0.01413041687790268,400,0.008310401580974023
0.13939143981900615,800,0.0012590397140839612
0.07048927429759728,800,0.002557750532565605
0.014140700577937792,800,0.004794708091934203
0.13986045942694794,1600,0.3534189192292714
0.07053958788802506,1600,0.000629145743012533
0.014142425891663991,1600,0.0010622737061855
