Noise,N,0
0.1420231955411075,100,0.736762803171662
0.07037930903442637,100,0.7024473684264532
0.014084895580535592,100,0.7377164392639302
0.13986982524520128,200,0.7087870875156522
0.07046010470625326,200,0.7313583107387185
0.014157471968621322,200,0.7185315198237048
0.13995786383757236,400,0.6678009920078202
0.07059738249794054,400,0.7159129145909184
0.01413041687790268,400,0.7144603543668095
0.13939143981900615,800,0.7106514575842638
0.07048927429759728,800,0.7012634728527599
0.014140700577937792,800,0.6958462971900157
0.13986045942694794,1600,0.7067811250684761
0.07053958788802506,1600,0.7218889841670698
0.014142425891663991,1600,0.7125552087857392
