Noise,N,0,1,2,3,4
0.1420,100,0.7343,18.2349,19589.3041,15930.5152,20876.3761
0.0704,100,0.7025,69019.8030,74899.8636,78666.1622,75850.0261
0.0141,100,0.7378,3313.7266,3377.7095,3781.4841,3498.4433
0.1399,200,0.7089,31286.0916,27186.3969,26765.2278,22519.9008
0.0705,200,0.7263,4272.0805,4381.0095,16593.8171,19669.6639
0.0142,200,0.7189,45219.4301,42365.5141,44610.0136,41502.1409
0.1400,400,0.6713,4408.2002,4876.1149,4105.1677,4706.8174
0.0706,400,0.7159,10363.0268,10745.3692,11230.7240,10455.1425
0.0141,400,0.7143,2051.4883,2056.8992,2110.5097,2111.6625
0.1394,800,0.7107,29232.8492,30126.2642,29486.9139,31678.4909
0.0705,800,0.7013,36488.5024,33684.5188,35566.0721,36165.6888
0.0141,800,0.6958,34804.0744,36218.2599,35844.7541,35946.9795
0.1399,1600,0.7076,12230.0081,12937.3479,12810.6993,13659.0194
0.0705,1600,0.7219,33083.4235,32129.7645,34552.2684,29425.9088
0.0141,1600,0.7125,84064.7147,79919.7381,83358.8564,78860.8862
