Noise,N,0
0.1420,100,0.0000
0.0704,100,0.0000
0.0141,100,0.0000
0.1399,200,0.0000
0.0705,200,0.0000
0.0142,200,0.0000
0.1400,400,0.0000
0.0706,400,0.0000
0.0141,400,0.0000
0.1394,800,0.0000
0.0705,800,0.0000
0.0141,800,0.0000
0.1399,1600,0.0097
0.0705,1600,0.0000
0.0141,1600,0.0000
