Noise,N,0
0.0,100,-102.3586495752188
0.001,100,-98.360320417095
0.0,200,-11.624922752483634
0.001,200,-145.14224765188715
0.0,400,-511.82266915082187
0.001,400,-488.83319879014687
0.0,800,-1456.3733246256222
0.001,800,-1091.6951218675645
0.0,1600,-5417.2824172365745
0.001,1600,-2269.8015277523527
