Noise,N,0
0.001,100,0.000346143478618454
0.0,100,0.0011404552684982855
0.001,200,1.327280253915672e-09
0.0,200,1e-06
0.001,400,1e-12
0.0,400,1e-06
0.001,800,1e-12
0.0,800,1e-06
0.001,1600,1e-12
0.0,1600,1e-06
