Noise,N,0,1,2
0.0,100,1.946185770027476,7.294064853351537,80.8773485094085
0.001,100,0.22788782785596026,25.199377513010997,667.2510803574166
0.0,200,0.5324631435536095,0.8119123832689279,1.5016394130197
0.001,200,95.88575612409588,4143.626071331134,20562.210212412738
0.0,400,0.2623358442421996,1.6724836435433081,97.6593411982927
0.001,400,0.2470336359678777,0.49868181264484396,27.048574865913235
0.0,800,10.509726658016694,578.6586975364786,1366317.021929985
0.001,800,173.70693923690976,10465.17833151485,2888.102500690125
0.0,1600,0.5279392401723415,0.7821384830403744,0.9350541062470304
0.001,1600,3119.0088662763756,4805.504074099947,22699.64980997255
