Noise,N,0,1,2
0.0000,100,0.4101,1.3563,0.7866
0.0250,100,0.9352,0.8235,0.9599
0.0000,200,0.5140,0.8321,1.0014
0.0250,200,0.6526,0.5526,0.6360
0.0000,400,0.6901,0.8903,0.7351
0.0250,400,0.4755,0.6609,0.6343
0.0000,800,0.2991,0.5622,0.4928
0.0250,800,0.2584,0.1100,0.2362
0.0000,1600,0.5316,0.7945,0.9542
0.0250,1600,0.1361,0.1735,0.2250
