Noise,N,0
0.0000,100,1.2675
0.0250,100,1.7292
0.0000,200,1.3775
0.0250,200,1.2672
0.0000,400,1.2122
0.0250,400,0.9910
0.0000,800,1.1498
0.0250,800,0.8770
0.0000,1600,1.1207
0.0250,1600,1.0224
