Noise,N,0
0.0000,100,0.0002
0.0250,100,0.0000
0.0000,200,0.0009
0.0250,200,0.0000
0.0000,400,0.0000
0.0250,400,0.0000
0.0000,800,0.0000
0.0250,800,0.0000
0.0000,1600,0.0000
0.0250,1600,0.0001
