Noise,N,0
0.0,100,-55.87379843757611
0.001,100,-50.724507254802774
0.0,200,-11.79641988539509
0.001,200,-6.576255757498558
0.0,400,-463.93156732917373
0.001,400,-434.7088346492197
0.0,800,-1818.854304215925
0.001,800,-1843.169353145573
0.0,1600,-5360.615314234947
0.001,1600,-3072.336686867807
