Noise,N,0,1,2,3,4
0.0000,100,0.7128,0.8858,1.0000,1.0000,1.0000
0.0250,100,0.7126,0.8762,1.0000,1.0000,1.0000
0.0000,200,0.4221,0.7481,1.0000,1.0000,1.0000
0.0250,200,0.7316,0.8905,1.0000,1.0000,1.0000
0.0000,400,0.7089,0.8857,1.0000,1.0000,1.0000
0.0250,400,0.3238,0.8791,1.0000,1.0000,1.0000
0.0000,800,0.7184,0.8782,1.0000,1.0000,1.0000
0.0250,800,0.8772,0.9970,1.0000,1.0000,1.0000
0.0000,1600,0.4425,0.7579,1.0000,1.0000,1.0000
0.0250,1600,0.9489,1.0005,1.0000,1.0000,1.0000
