Noise,N,x0,x1,x2,x3,x4
0.0000,100,-0.2681,0.2807,-0.4265,0.7810,0.2272
0.0000,100,0.8349,-0.0873,0.2109,0.4757,-0.1339
0.0000,100,-0.2240,0.0246,-0.0649,0.1575,-0.9589
0.0000,100,0.3724,-0.0550,-0.8710,-0.3011,-0.0794
0.0000,100,0.1829,0.9501,0.0942,-0.2121,-0.0601
0.0250,100,-0.2938,-0.0334,0.1745,0.0280,-0.6847
0.0250,100,-0.3657,0.0146,0.2686,0.5298,0.2409
0.0250,100,-0.4339,0.1355,-0.0885,0.0246,0.5044
0.0250,100,-0.0645,-0.9842,-0.1033,0.0084,0.0975
0.0250,100,0.3996,-0.0221,0.2512,0.5122,0.2416
0.0000,200,0.3356,0.5251,0.7465,0.0378,0.2159
0.0000,200,0.2330,0.0794,0.1181,0.0064,-0.9614
0.0000,200,0.0427,0.0124,0.0182,-0.9973,0.0052
0.0000,200,0.5127,-0.7972,0.2998,0.0164,0.0965
0.0000,200,0.7496,0.2843,-0.5792,0.0239,0.1356
0.0250,200,0.7109,-0.4875,0.4449,0.2213,0.0959
0.0250,200,-0.4540,0.1156,0.8816,-0.0526,-0.0153
0.0250,200,-0.4821,-0.8624,-0.1395,-0.0624,-0.0185
0.0250,200,0.2188,-0.0626,0.0634,-0.9716,0.0084
0.0250,200,0.0861,-0.0333,0.0328,0.0152,-0.9950
0.0000,400,-0.0040,0.1009,-0.4533,0.5516,0.6928
0.0000,400,-0.6352,0.0227,0.2358,0.3338,-0.1124
0.0000,400,-0.0529,-0.9913,-0.0497,0.0578,0.0656
0.0000,400,0.1043,-0.0424,0.6015,-0.0704,0.4509
0.0000,400,-0.5737,0.0286,-0.2598,-0.6817,0.3647
0.0250,400,0.6308,-0.1536,-0.2032,-0.6091,-0.4011
0.0250,400,0.2080,-0.0146,0.9733,-0.0735,-0.0498
0.0250,400,0.4060,-0.0288,-0.0523,-0.1457,0.9000
0.0250,400,-0.6073,0.0458,0.0825,-0.7709,0.1559
0.0250,400,0.1412,0.9863,-0.0234,-0.0657,-0.0442
0.0000,800,0.8036,-0.4054,-0.1731,-0.3213,-0.2360
0.0000,800,0.1741,-0.0389,0.9833,-0.0287,-0.0224
0.0000,800,0.4072,0.9083,-0.0393,-0.0674,-0.0530
0.0000,800,0.2365,-0.0540,-0.0231,-0.0397,0.9687
0.0000,800,-0.3182,0.0767,0.0329,-0.9433,0.0442
0.0250,800,0.8858,0.2760,-0.0551,0.0211,0.3680
0.0250,800,-0.0211,-0.0030,0.0006,0.9998,-0.0041
0.0250,800,-0.0552,-0.0078,-0.9983,-0.0006,-0.0107
0.0250,800,0.3683,0.0525,-0.0109,0.0041,-0.9281
0.0250,800,0.2755,-0.9597,-0.0084,0.0031,0.0552
0.0000,1600,-0.0804,-0.9206,0.1770,-0.1518,-0.3027
0.0000,1600,0.4174,-0.1760,-0.0653,0.5601,0.1007
0.0000,1600,-0.5417,0.0386,0.0818,0.4540,-0.1592
0.0000,1600,0.1719,0.1518,0.9718,0.0199,0.0505
0.0000,1600,-0.3074,-0.2589,0.0480,-0.0332,0.9136
0.0250,1600,-0.2154,0.6570,0.3094,-0.1797,-0.6276
0.0250,1600,-0.4872,-0.2361,-0.3784,-0.0729,-0.2491
0.0250,1600,-0.4786,-0.2395,-0.3780,-0.0727,-0.2484
0.0250,1600,0.1824,-0.0971,-0.0451,-0.9730,0.0921
0.0250,1600,0.6261,-0.3407,-0.1583,0.0946,-0.6767
