Noise,N,0
0.0000,100,0.0001
0.0010,100,0.0928
0.0000,200,0.0001
0.0010,200,0.0136
0.0000,400,0.0060
0.0010,400,0.0379
0.0000,800,0.0003
0.0010,800,0.0027
0.0000,1600,0.0002
0.0010,1600,0.0001
