Noise,N,0,1,2,3,4
0.0000,100,0.4874,0.5636,0.9717,0.9997,1.0000
0.0250,100,0.9813,0.9969,1.0000,1.0000,1.0000
0.0000,200,0.7134,0.7599,0.8064,0.9131,1.0000
0.0250,200,0.4799,0.5557,0.7642,0.9746,1.0000
0.0000,400,0.4959,0.5220,0.5952,0.9930,1.0000
0.0250,400,0.4963,0.5335,0.6640,0.9637,1.0000
0.0000,800,0.4723,0.4916,0.5743,0.7597,1.0000
0.0250,800,0.4849,0.5086,0.5724,0.7581,1.0000
0.0000,1600,0.4920,0.5109,0.5850,0.9792,1.0000
0.0250,1600,0.4962,0.5099,0.5418,0.6695,1.0000
