Noise,N,0
0.0000,100,0.0060
0.0250,100,0.7107
0.0000,200,0.2266
0.0250,200,0.0237
0.0000,400,0.0077
0.0250,400,0.0065
0.0000,800,0.0007
0.0250,800,0.0022
0.0000,1600,0.0000
0.0250,1600,0.0011
