Noise,N,0
0.0000,100,0.9362
0.0010,100,0.5864
0.0000,200,0.6816
0.0010,200,0.8523
0.0000,400,0.8832
0.0010,400,0.8883
0.0000,800,0.7946
0.0010,800,0.8697
0.0000,1600,0.7655
0.0010,1600,0.6393
