Noise,N,0
0.1019,100,0.2409
0.0477,100,0.1671
0.0100,100,0.1842
0.1011,200,0.0095
0.0519,200,0.0025
0.0099,200,0.0001
0.1009,400,0.0100
0.0498,400,0.0025
0.0103,400,0.0001
0.0979,800,0.0095
0.0498,800,0.0025
0.0103,800,0.0001
0.1004,1600,0.0099
0.0508,1600,0.0026
0.0101,1600,0.0001
