Noise,N,0
0.10193904662223141,100,0.010327376651731838
0.047668108666974345,100,0.011553185129663477
0.009963869453894809,100,0.016386671372408963
0.10109956296308613,200,0.009662735269805831
0.05193671975522477,200,0.002416651777508913
0.009921952585651721,200,9.084900863305191e-05
0.10085027919177897,400,0.010439015990357566
0.04982767210437914,400,0.0025841884509114573
0.010264865626140825,400,0.00010347025535050366
0.09787977810795419,800,0.009490659813083491
0.04977222035632235,800,0.0024176969167516078
0.010262218248538449,800,0.00010234277743650054
0.1003938914682824,1600,0.00987972363452625
0.05083580888475029,1600,0.002584170251262671
0.010064916286619062,1600,0.00010219273122957708
