Noise,N,0,1,2,3,4
0.1019,100,0.6274,1516.5426,22263.6705,1834.9565,21332.1006
0.0477,100,0.8670,1.6216,3574.1371,55.0281,77.6005
0.0100,100,0.9136,1.3358,1560.1470,1299.6333,203.6619
0.1011,200,0.8676,0.4766,9856.3889,20020.7477,31314.5911
0.0519,200,0.8173,0.4776,29537.6112,28767.6048,29479.2025
0.0099,200,0.8453,0.4892,1663.7952,1608.3167,1704.7745
0.1009,400,0.8673,0.4696,6074.8274,5921.6531,5853.4280
0.0498,400,0.8525,0.4810,312.6661,322.4620,317.3547
0.0103,400,0.8234,0.4858,92968.4524,92485.9277,94275.4475
0.0979,800,0.8499,0.4748,42644.5928,43469.1628,42137.7733
0.0498,800,0.8306,0.4822,7177.7834,6841.0710,7047.5599
0.0103,800,0.8169,0.4917,53208.1818,54171.3414,54221.3753
0.1004,1600,0.8409,0.4818,31559.4569,30805.8405,31551.2749
0.0508,1600,0.8395,0.4874,48187.1112,49178.7245,48318.9735
0.0101,1600,0.8027,0.4966,53049.7323,51935.9604,51931.5377
