Noise,N,0
0.10193904662223141,100,-59.98263072704518
0.047668108666974345,100,-67.33527217820019
0.009963869453894809,100,-96.05528870698812
0.10109956296308613,200,-47.88279371415419
0.05193671975522477,200,-133.12783664452536
0.009921952585651721,200,-333.9454955885638
0.10085027919177897,400,-184.5166865290657
0.04982767210437914,400,-402.0402440323001
0.010264865626140825,400,-867.3356615937921
0.09787977810795419,800,-512.8203031020807
0.04977222035632235,800,-981.4074090453578
0.010262218248538449,800,-2040.0237922306408
0.1003938914682824,1600,-1157.6722774804316
0.05083580888475029,1600,-2145.055218998538
0.010064916286619062,1600,-4479.750321497103
