Noise,N,0,1
0.1019,100,0.4321,1.0000
0.0477,100,0.4886,1.0000
0.0100,100,0.4780,1.0000
0.1011,200,0.4528,1.0000
0.0519,200,0.4462,1.0000
0.0099,200,0.5020,1.0000
0.1009,400,0.4285,1.0000
0.0498,400,0.4792,1.0000
0.0103,400,0.5009,1.0000
0.0979,800,0.4235,1.0000
0.0498,800,0.4464,1.0000
0.0103,800,0.4952,1.0000
0.1004,1600,0.4551,1.0000
0.0508,1600,0.4493,1.0000
0.0101,1600,0.5076,1.0000
