Noise,N,0,1
0.1019,100,0.4321,0.4581
0.0477,100,0.4886,0.4216
0.0100,100,0.4780,0.4501
0.1011,200,0.4528,0.4040
0.0519,200,0.4462,0.3932
0.0099,200,0.5020,0.4809
0.1009,400,0.4285,0.4237
0.0498,400,0.4792,0.4202
0.0103,400,0.5009,0.4758
0.0979,800,0.4235,0.4171
0.0498,800,0.4464,0.4377
0.0103,800,0.4952,0.4876
0.1004,1600,0.4551,0.3762
0.0508,1600,0.4493,0.4175
0.0101,1600,0.5076,0.4727
