Noise,N,x0,x1,x2,x3,x4
0.1019,100,0.9991,-0.0298,-0.0000,0.0038,-0.0000
0.1019,100,0.0298,0.9991,-0.0000,0.0001,0.0000
0.1019,100,-0.0038,0.0002,0.0000,-0.0000,-0.0000
0.1019,100,-0.0000,0.0000,-0.5000,-0.0000,0.5000
0.1019,100,0.0000,-0.0000,0.5000,0.0000,0.5000
0.0477,100,0.9963,-0.0236,-0.0013,0.0478,-0.0249
0.0477,100,0.0237,0.9995,-0.0000,0.0005,-0.0005
0.0477,100,0.0245,-0.0005,0.5000,0.0006,0.4995
0.0477,100,-0.0477,0.0017,-0.0000,0.9973,0.0018
0.0477,100,0.0018,-0.0000,0.5000,-0.0000,0.5000
0.0100,100,0.9961,-0.0163,-0.0001,0.0002,0.0602
0.0100,100,0.0164,0.9999,-0.0000,0.0000,0.0001
0.0100,100,-0.0602,0.0012,-0.0000,0.0000,0.9963
0.0100,100,-0.0001,0.0000,-0.5000,0.5000,-0.0000
0.0100,100,0.0002,-0.0000,0.5000,-0.5000,0.0000
0.1011,200,0.9999,0.0101,-0.0041,0.0002,0.0001
0.1011,200,-0.0101,0.9999,0.0000,-0.0000,-0.0000
0.1011,200,0.0041,0.0001,1.0000,0.0000,0.0000
0.1011,200,0.0002,0.0000,-0.0000,-0.5000,-0.5000
0.1011,200,-0.0001,-0.0000,0.0000,-0.5000,0.5000
0.0519,200,1.0000,-0.0027,-0.0001,0.0002,0.0001
0.0519,200,0.0027,1.0000,-0.0000,0.0000,0.0000
0.0519,200,0.0001,-0.0000,0.5000,0.5000,0.0000
0.0519,200,-0.0002,0.0000,0.0000,0.5000,-0.5000
0.0519,200,-0.0001,0.0000,0.5000,-0.0000,0.5000
0.0099,200,1.0000,-0.0005,0.0003,-0.0001,-0.0000
0.0099,200,0.0005,1.0000,0.0000,-0.0000,-0.0000
0.0099,200,-0.0000,-0.0000,0.5000,0.5000,0.0000
0.0099,200,0.0002,-0.0000,-0.5000,0.5000,-0.0000
0.0099,200,0.0000,-0.0000,0.0000,-0.0000,1.0000
0.1009,400,0.4982,0.5025,0.0008,0.0017,-0.0004
0.1009,400,-0.5025,0.4982,0.0000,0.0001,-0.0000
0.1009,400,-0.0009,0.0008,0.0000,-0.5000,0.5000
0.1009,400,-0.0004,-0.0009,0.5000,0.0000,0.5000
0.1009,400,-0.0002,0.0026,-0.5000,-0.5000,-0.0000
0.0498,400,1.0000,-0.0022,0.0011,-0.0011,-0.0008
0.0498,400,0.0022,1.0000,0.0000,-0.0000,-0.0000
0.0498,400,0.0008,-0.0000,0.0000,-0.0000,1.0000
0.0498,400,0.0013,-0.0000,-0.5000,0.5000,-0.0000
0.0498,400,0.0011,-0.0000,0.5000,0.5000,-0.0000
0.0103,400,1.0000,-0.0006,-0.0000,-0.0000,-0.0000
0.0103,400,0.0006,1.0000,-0.0000,0.0000,0.0000
0.0103,400,-0.0000,-0.0000,-0.0000,-0.5000,0.5000
0.0103,400,-0.0000,-0.0000,-0.5000,0.5000,0.0000
0.0103,400,-0.0000,-0.0000,-0.5000,0.0000,-0.5000
0.0979,800,0.4993,-0.5015,0.0000,0.0000,-0.0000
0.0979,800,-0.4985,0.5007,-0.0000,0.0000,0.0000
0.0979,800,-0.0000,0.0000,-0.0000,-0.0000,0.0000
0.0979,800,-0.0000,0.0000,-0.0000,-0.0000,0.0000
0.0979,800,-0.0000,0.0000,-0.0000,1.0000,0.0000
0.0498,800,0.4995,0.4994,0.0001,0.0002,0.0004
0.0498,800,0.5006,0.5005,0.0000,-0.0000,0.0000
0.0498,800,-0.0004,0.0000,-0.5000,-0.0000,0.5000
0.0498,800,-0.0002,0.0000,-0.0000,0.5000,0.5000
0.0498,800,0.0001,0.0000,-0.5000,-0.5000,0.0000
0.0103,800,0.5010,0.4951,0.0001,0.0001,0.0000
0.0103,800,0.5049,0.4990,-0.0000,0.0000,0.0000
0.0103,800,-0.0001,0.0000,0.0000,0.5000,0.5000
0.0103,800,0.0000,0.0001,0.0000,0.0000,-0.0000
0.0103,800,-0.0001,-0.0000,0.0000,0.5000,0.5000
0.1004,1600,1.0000,0.0002,0.0002,0.0002,0.0002
0.1004,1600,-0.0002,1.0000,0.0000,0.0000,0.0000
0.1004,1600,-0.0002,0.0000,0.5000,0.5000,-0.0000
0.1004,1600,0.0002,-0.0000,-0.5000,0.0000,-0.5000
0.1004,1600,-0.0002,0.0000,-0.0000,-0.5000,0.5000
0.0508,1600,0.4996,-0.4985,-0.0000,-0.0000,0.0000
0.0508,1600,-0.5015,0.5004,0.0000,-0.0000,-0.0000
0.0508,1600,0.0000,0.0000,-0.5000,-0.5000,-0.0000
0.0508,1600,0.0000,-0.0000,-0.0000,0.5000,-0.5000
0.0508,1600,-0.0000,-0.0000,0.5000,-0.0000,-0.5000
0.0101,1600,1.0000,0.0001,-0.0001,-0.0000,0.0000
0.0101,1600,-0.0001,1.0000,0.0000,0.0000,-0.0000
0.0101,1600,-0.0000,-0.0000,0.0000,0.0000,1.0000
0.0101,1600,0.0000,0.0000,0.5000,0.5000,0.0000
0.0101,1600,-0.0001,-0.0000,-0.5000,0.5000,-0.0000
