Noise,N,0
0.1019,100,0.6821
0.0477,100,0.6558
0.0100,100,0.8868
0.1011,200,0.7774
0.0519,200,0.7109
0.0099,200,0.4787
0.1009,400,0.7352
0.0498,400,0.5677
0.0103,400,0.3454
0.0979,800,0.6638
0.0498,800,0.5806
0.0103,800,0.3288
0.1004,1600,0.7642
0.0508,1600,0.6128
0.0101,1600,0.3157
