Noise,N,0,1
0.0980,100,0.8780,1.0000
0.0484,100,0.7738,1.0000
0.0093,100,0.8889,1.0000
0.0992,200,0.9095,1.0000
0.0522,200,0.9382,1.0000
0.0098,200,0.9073,1.0000
0.1015,400,0.9334,1.0000
0.0493,400,0.8005,1.0000
0.0103,400,0.9451,1.0000
0.1014,800,0.9489,1.0000
0.0478,800,0.8909,1.0000
0.0100,800,0.9587,1.0000
0.1000,1600,0.8260,1.0000
0.0498,1600,0.9442,1.0000
0.0101,1600,0.9354,1.0000
