Noise,N,0
0.0980,100,1.0280
0.0484,100,1.0224
0.0093,100,1.0203
0.0992,200,1.0076
0.0522,200,1.0130
0.0098,200,1.0073
0.1015,400,0.9956
0.0493,400,1.0209
0.0103,400,1.0040
0.1014,800,1.0072
0.0478,800,1.0130
0.0100,800,1.0138
0.1000,1600,1.0077
0.0498,1600,1.0092
0.0101,1600,1.0078
