Noise,N,0,1,2,3,4
0.0980,100,0.2911,0.9950,0.2911,0.9950,1.0000
0.0484,100,0.5046,0.9955,0.5046,0.9955,1.0000
0.0093,100,0.4132,0.9978,0.4132,0.9978,1.0000
0.0992,200,0.8765,0.9979,0.8765,0.9979,1.0000
0.0522,200,0.7994,0.9993,0.7994,0.9993,1.0000
0.0098,200,0.6785,0.9930,0.6785,0.9930,1.0000
0.1015,400,0.6781,0.9988,0.6781,0.9988,1.0000
0.0493,400,0.9387,0.9999,0.9387,0.9999,1.0000
0.0103,400,0.6352,0.9995,0.6352,0.9995,1.0000
0.1014,800,0.7093,1.0000,0.7093,1.0000,1.0000
0.0478,800,0.8892,0.9999,0.8892,0.9999,1.0000
0.0100,800,0.5223,0.9998,0.5223,0.9998,1.0000
0.1000,1600,0.9287,1.0000,0.9287,1.0000,1.0000
0.0498,1600,0.6848,0.9999,0.6848,0.9999,1.0000
0.0101,1600,0.7848,0.9999,0.7848,0.9999,1.0000
