Noise,N,0
0.0979944654673637,100,-132.61018120730674
0.048443060652493056,100,-137.0315485267496
0.009329802149457472,100,-138.20589989538962
0.09919470158512192,200,-276.6249644852313
0.05222206905095077,200,-281.17316073709515
0.00978256369915774,200,-278.1650703581924
0.10146411316216493,400,-563.5011623369187
0.04928029854980694,400,-557.6493927008999
0.010287988014161153,400,-562.9572789855946
0.10137886597447154,800,-1125.8466127554088
0.0477573653624784,800,-1131.3893260000245
0.009987634647585036,800,-1122.939625031595
0.10003040744882842,1600,-2260.883228537808
0.049766506574559694,1600,-2257.635782857254
0.01012885198244404,1600,-2241.6843005906376
