Noise,N,0,1
0.1,100,0.4449938896413246,0.045804691831723116
0.05,100,0.2932632911971619,0.07396572690713821
0.01,100,0.2937425231662554,0.046265676283246834
0.1,200,0.2561772097753143,0.0447463344503386
0.05,200,0.08881753868570716,0.1156695630621174
0.01,200,0.2554703027300849,0.019603407863698148
0.1,400,0.06884083310320308,0.009881864287538896
0.05,400,0.24711518976443,0.03049233284413085
0.01,400,0.12296293387678435,0.006177635703041206
0.1,800,0.0986962925047699,0.0075214652116808375
0.05,800,0.11097066023129773,0.013837090955032444
0.01,800,0.1676584578999809,0.009185972809025828
0.1,1600,0.050181236684945306,0.06736813737258777
0.05,1600,0.3351888358192285,0.00971050798288973
0.01,1600,0.1162653904735192,0.02466311043954821
