Noise,N,0
0.1,100,-132.61018120730674
0.05,100,-137.0315485267496
0.01,100,-138.20589989538962
0.1,200,-276.6249644852313
0.05,200,-281.17316073709515
0.01,200,-278.1650703581924
0.1,400,-563.5011623369187
0.05,400,-557.6493927008999
0.01,400,-562.9572789855946
0.1,800,-1125.8466127554088
0.05,800,-1131.3893260000245
0.01,800,-1122.939625031595
0.1,1600,-2260.883228537808
0.05,1600,-2257.635782857254
0.01,1600,-2241.6843005906376
