Noise,N,0,1
0.1000,100,0.0891,0.1710
0.0500,100,0.0761,0.1208
0.0100,100,0.0824,0.0831
0.1000,200,0.0513,0.1024
0.0500,200,0.1249,0.0080
0.0100,200,0.0189,0.1040
0.1000,400,0.0103,0.0214
0.0500,400,0.0165,0.0762
0.0100,400,0.0075,0.0724
0.1000,800,0.0074,0.0207
0.0500,800,0.0104,0.0271
0.0100,800,0.0096,0.0433
0.1000,1600,0.0607,0.0051
0.0500,1600,0.0100,0.2982
0.0100,1600,0.0270,0.0147
