Noise,N,0,1,2,3,4
0.0980,100,0.4940,347.0708,7519.4054,12011.9518,7845.9122
0.0484,100,0.6638,4426.4042,5093.3385,8540.7951,10457.5018
0.0093,100,0.8103,3.2086,11350.0491,15812.7524,11459.7983
0.0992,200,0.8440,1.3275,2.8403,3.3086,3078.7766
0.0522,200,0.9232,0.4333,0.6003,1.8690,4.6476
0.0098,200,0.7598,1.2181,1229.7450,2608.9442,2591.9244
0.1015,400,0.8000,0.4934,0.5906,0.9809,1.0672
0.0493,400,0.8736,0.3631,1.2147,1.4752,4.1275
0.0103,400,0.8449,0.5049,0.5264,0.8326,1.4146
0.1014,800,0.9196,0.4488,0.6480,0.6965,1.4037
0.0478,800,0.9221,0.3801,0.8266,1.4651,4.3966
0.0100,800,0.8831,0.6291,0.5704,0.6365,0.7923
0.1000,1600,0.9092,0.3553,1.3645,1.4057,1.4836
0.0498,1600,0.9453,0.4747,0.4869,1.3732,1.5540
0.0101,1600,0.9140,0.4111,0.5531,1.7187,2.2709
