Noise,N,0,1
0.0980,100,0.0891,0.1710
0.0484,100,0.0761,0.1208
0.0093,100,0.0824,0.0831
0.0992,200,0.0513,0.1024
0.0522,200,0.1249,0.0080
0.0098,200,0.0189,0.1040
0.1015,400,0.0103,0.0214
0.0493,400,0.0165,0.0762
0.0103,400,0.0075,0.0724
0.1014,800,0.0074,0.0207
0.0478,800,0.0104,0.0271
0.0100,800,0.0096,0.0433
0.1000,1600,0.0607,0.0051
0.0498,1600,0.0100,0.2982
0.0101,1600,0.0270,0.0147
