Noise,N,0
0.0980,100,-112.4559
0.0484,100,-107.3229
0.0093,100,-112.3474
0.0992,200,-226.4733
0.0522,200,-232.8137
0.0098,200,-224.6837
0.1015,400,-452.1338
0.0493,400,-413.2984
0.0103,400,-461.7166
0.1014,800,-895.3105
0.0478,800,-823.9707
0.0100,800,-884.3185
0.1000,1600,-1588.7692
0.0498,1600,-1731.6015
0.0101,1600,-1723.6941
