Noise,N,0,1
0.0980,100,0.4450,1.0000
0.0484,100,0.2933,1.0000
0.0093,100,0.2937,1.0000
0.0992,200,0.2562,1.0000
0.0522,200,0.0888,1.0000
0.0098,200,0.2555,1.0000
0.1015,400,0.0688,1.0000
0.0493,400,0.2471,1.0000
0.0103,400,0.1230,1.0000
0.1014,800,0.0987,1.0000
0.0478,800,0.1110,1.0000
0.0100,800,0.1677,1.0000
0.1000,1600,0.0502,1.0000
0.0498,1600,0.3352,1.0000
0.0101,1600,0.1163,1.0000
