Noise,N,0
0.1102,100,0.9972
0.0511,100,1.0053
0.0107,100,1.1153
0.1001,200,1.1689
0.0515,200,1.1015
0.0099,200,1.0280
0.1039,400,1.0624
0.0522,400,1.0014
0.0100,400,0.9763
0.1023,800,0.9779
0.0527,800,0.9505
0.0106,800,0.9015
0.1024,1600,0.9721
0.0520,1600,0.8793
0.0103,1600,0.8369
